,Restaurant,City,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
8050,ID_3082,Noida,"North Indian, Chinese, Rolls",200,50,3.3,14,13,30 
8051,ID_8618,Mumbai,North Indian,100,50,NEW,-,-,30 
8052,ID_4306,Kolkata,"Salad, Italian, Burmese, Mexican",200,50,4.0,69,46,30 
8053,ID_1615,Delhi,North Indian,200,50,3.5,23,9,65 
8054,ID_3723,Kolkata,"Mishti, Fast Food",100,50,3.8,119,38,45 
8055,ID_3831,Noida,"Bakery, Fast Food",400,99,4.1,1265,587,30 
8056,ID_6729,Noida,"North Indian, Mughlai, Chinese",150,50,3.6,35,4,45 
8057,ID_8601,Hyderabad,South Indian,100,50,3.6,98,10,45 
8058,ID_1698,Noida,Chinese,100,50,3.0,5,-,30 
8059,ID_2261,Noida,"North Indian, Chinese",200,0,3.7,260,77,65 
8060,ID_7499,Noida,North Indian,150,50,3.4,10,8,30 
8061,ID_4198,Delhi,"Chinese, Mithai",100,50,2.9,18,2,30 
8062,ID_1006,Mumbai,Lebanese,100,50,3.7,60,23,30 
8063,ID_4551,Mumbai,"Pizza, Chinese, Healthy Food",300,50,3.8,577,277,30 
8064,ID_6229,Noida,"Rolls, Fast Food",150,50,4.4,1265,497,30 
8065,ID_5079,Pune,"North Indian, Chinese, Seafood",400,99,3.7,199,96,45 
8066,ID_5205,Noida,"North Indian, Biryani",200,50,3.1,15,4,30 
8067,ID_4594,Mumbai,"Mughlai, North Indian, Chinese, Seafood",350,50,3.9,919,361,30 
8068,ID_7046,Delhi,"Continental, Fast Food, North Indian, Mughlai",300,99,3.9,413,240,45 
8069,ID_102,Bangalore,Street Food,100,50,3.3,4,1,30 
8070,ID_7097,Hyderabad,South Indian,100,50,3.6,117,12,30 
8071,ID_2794,Pune,"Beverages, Desserts",200,50,4.0,146,60,45 
8072,ID_198,Noida,"South Indian, Chinese, Street Food, Mithai",200,50,4.0,208,64,65 
8073,ID_2500,Bangalore,"Biryani, Fast Food",150,50,3.7,18,10,30 
8074,ID_4085,Pune,"Italian, European, North Indian","1,200",50,3.9,220,154,65 
8075,ID_3336,Pune,"North Indian, Chinese, Mughlai",250,50,3.1,8,3,30 
8076,ID_5321,Gurgaon,"Biryani, Hyderabadi, North Indian, Mughlai",100,50,2.6,9,6,30 
8077,ID_7480,Delhi,Asian,400,50,-,-,-,30 
8078,ID_3629,Delhi,"North Indian, Italian, Continental, Lebanese, Desserts, Beverages",200,50,-,-,-,30 
8079,ID_3616,Pune,"Cafe, Chinese",150,50,3.5,21,14,30 
8080,ID_2979,Kolkata,"North Indian, South Indian, Chinese",300,50,4.0,798,346,30 
8081,ID_4231,Delhi,Bakery,100,50,3.4,16,10,30 
8082,ID_3701,Noida,"Fast Food, Pizza",100,50,3.4,26,2,30 
8083,ID_5072,Gurgaon,"North Indian, South Indian, Chinese",150,50,3.5,149,87,30 
8084,ID_7576,Pune,Fast Food,200,50,3.8,162,91,30 
8085,ID_3627,Delhi,Mughlai,150,50,NEW,-,-,30 
8086,ID_2204,Noida,"North Indian, Chinese",400,99,4.1,974,705,45 
8087,ID_6541,Bangalore,"South Indian, North Indian, Chinese, Street Food, Fast Food",200,50,3.7,35,18,45 
8088,ID_7709,Noida,"Chinese, Fast Food",300,50,3.5,39,15,30 
8089,ID_1347,Gurgaon,Bakery,150,50,3.7,60,22,45 
8090,ID_8257,Noida,"North Indian, South Indian, Chinese",200,50,3.1,9,3,30 
8091,ID_5096,Pune,"North Indian, Chinese",250,50,3.7,21,11,30 
8092,ID_4042,Bangalore,"Chinese, North Indian",200,50,3.5,18,8,30 
8093,ID_95,Pune,Chinese,100,50,NEW,-,-,30 
8094,ID_6419,Delhi,"North Indian, Mughlai, Chinese",250,50,3.4,157,54,65 
8095,ID_3969,Delhi,"Beverages, Desserts",200,99,4.1,412,302,65 
8096,ID_1294,Pune,"South Indian, Malwani, Seafood",200,50,3.5,18,8,30 
8097,ID_3348,Bangalore,"South Indian, North Indian, Chinese, Street Food",200,50,3.9,228,133,45 
8098,ID_7891,Delhi,"Chinese, North Indian, Momos",150,50,3.2,11,3,45 
8099,ID_4455,Gurgaon,North Indian,200,50,-,-,-,30 
8100,ID_2356,Bangalore,"Beverages, Fast Food",200,50,3.5,12,9,30 
8101,ID_4850,Bangalore,"Arabian, North Indian, Biryani, Chinese, Seafood",350,50,2.8,1955,959,65 
8102,ID_6391,Noida,"North Indian, Chinese",200,99,3.0,125,24,65 
8103,ID_8532,Delhi,"South Indian, Chinese, Beverages",100,50,3.7,112,38,30 
8104,ID_5535,Mumbai,"North Indian, Chinese, Mughlai",350,50,3.3,18,10,30 
8105,ID_2445,Noida,"Desserts, Ice Cream",100,99,4.0,103,84,30 
8106,ID_1121,Delhi,"Fast Food, Rolls",100,50,3.4,18,5,30 
8107,ID_6327,Pune,"North Indian, Chinese",150,50,3.5,32,9,30 
8108,ID_2878,Delhi,North Indian,100,50,-,-,-,30 
8109,ID_803,Noida,"North Indian, Chinese",300,50,3.1,4,4,30 
8110,ID_4271,Pune,Street Food,150,50,3.5,11,6,30 
8111,ID_7204,Mumbai,"Mithai, Fast Food",150,50,4.0,267,143,30 
8112,ID_368,Delhi,"North Indian, Chinese",200,50,-,-,-,30 
8113,ID_5035,Delhi,Chinese,150,50,2.4,92,41,45 
8114,ID_7495,Noida,North Indian,200,50,3.7,25,16,30 
8115,ID_4872,Bangalore,"Chinese, Momos",200,99,3.5,209,99,30 
8116,ID_5750,Noida,Pizza,200,50,3.7,745,148,45 
8117,ID_2232,Gurgaon,"North Indian, Fast Food",200,50,-,-,-,30 
8118,ID_4065,Kolkata,Cafe,100,50,-,-,-,30 
8119,ID_5234,Pune,"North Indian, Chinese",250,50,3.2,9,-,30 
8120,ID_8582,Delhi,North Indian,150,50,3.1,4,2,30 
8121,ID_4132,Pune,Fast Food,100,50,3.0,4,-,45 
8122,ID_2603,Pune,"Continental, Fast Food, North Indian, Chinese",650,50,4.0,1208,781,30 
8123,ID_5321,Bangalore,"Biryani, Hyderabadi, North Indian, Mughlai",100,50,2.3,4,4,30 
8124,ID_2001,Noida,"Bengali, Rolls, Biryani",150,50,4.0,330,210,45 
8125,ID_1233,Pune,"North Indian, Fast Food",200,50,4.0,109,53,30 
8126,ID_3898,Bangalore,"Kerala, Chinese",100,50,3.1,419,78,45 
8127,ID_6167,Bangalore,"Mughlai, Biryani",200,50,NEW,-,-,30 
8128,ID_1467,Pune,"Cafe, Healthy Food, Desserts",200,50,3.9,509,296,45 
8129,ID_2555,Noida,"Sandwich, Fast Food, Beverages",150,50,4.0,156,48,45 
8130,ID_6158,Delhi,"North Indian, Chinese",150,50,-,-,-,30 
8131,ID_8592,Kolkata,"Pizza, Burger, Rolls, Sandwich",100,50,3.2,9,4,30 
8132,ID_5708,Noida,"Pizza, Fast Food",400,50,3.8,444,331,30 
8133,ID_2882,Bangalore,"Ice Cream, Desserts",100,50,-,-,-,30 
8134,ID_3958,Noida,"Kerala, North Indian",150,50,3.6,134,66,30 
8135,ID_703,Delhi,"South Indian, North Indian, Chinese",100,50,3.0,4,1,30 
8136,ID_2462,Mumbai,"North Indian, Mughlai, Continental, Chinese",600,50,3.6,74,24,30 
8137,ID_8510,Noida,"North Indian, Chinese",100,50,-,-,-,30 
8138,ID_946,Pune,"North Indian, Mughlai",200,50,3.3,25,7,30 
8139,ID_3266,Bangalore,"Bengali, North Indian, Chinese, Biryani",300,50,3.7,368,144,45 
8140,ID_8488,Pune,"Chinese, North Indian, South Indian, Fast Food",200,50,3.3,33,15,30 
8141,ID_148,Kolkata,"Street Food, Mithai",50,99,-,-,-,30 
8142,ID_2852,Kolkata,Mishti,50,50,3.8,136,35,45 
8143,ID_1256,Pune,"Fast Food, Street Food",100,50,3.3,9,1,30 
8144,ID_6458,Delhi,"Bakery, Desserts",250,99,3.6,26,23,120 
8145,ID_3897,Bangalore,"Kerala, Chinese, South Indian, North Indian",300,50,3.7,65,25,30 
8146,ID_5988,Noida,North Indian,100,50,-,-,-,30 
8147,ID_8248,Noida,South Indian,200,50,3.3,8,7,30 
8148,ID_7076,Bangalore,"Fast Food, Street Food, Juices",100,50,4.1,216,19,45 
8149,ID_4906,Kolkata,"North Indian, Chinese, Biryani",200,50,3.0,-,-,30 
8150,ID_1853,Bangalore,Biryani,200,50,3.2,23,11,20 
8151,ID_769,Delhi,"Street Food, Fast Food, Beverages, Burger, Mithai, Desserts",100,50,4.2,186,109,30 
8152,ID_927,Gurgaon,"Biryani, North Indian, Mughlai",250,99,4.1,310,210,80 
8153,ID_199,Delhi,"Bakery, Desserts",100,50,3.3,13,2,30 
8154,ID_5054,Delhi,"Portuguese, Wraps, Burger, Salad",500,50,4.4,3807,2567,45 
8155,ID_6142,Pune,"North Indian, South Indian, Chinese",100,50,NEW,-,-,30 
8156,ID_3473,Bangalore,"North Indian, Chinese, Fast Food",150,50,3.7,107,12,65 
8157,ID_8601,Hyderabad,South Indian,100,50,3.6,98,10,45 
8158,ID_5033,Kolkata,Mishti,50,50,4.2,425,131,65 
8159,ID_8389,Pune,"Desserts, Beverages",100,50,4.4,196,127,45 
8160,ID_7666,Delhi,"Fast Food, Momos",150,50,3.6,73,51,30 
8161,ID_491,Delhi,"Beverages, Ice Cream",100,50,3.7,27,9,30 
8162,ID_124,Pune,North Indian,250,50,4.5,2244,1318,65 
8163,ID_3508,Noida,"North Indian, Pizza",150,50,3.9,347,146,45 
8164,ID_5858,Pune,"Salad, Continental, Finger Food, North Indian, Italian, Maharashtrian",750,50,4.1,318,185,65 
8165,ID_529,Kolkata,"North Indian, Chinese",100,50,3.7,564,72,45 
8166,ID_7713,Kolkata,"Chinese, Italian, Continental",300,50,3.8,54,31,30 
8167,ID_516,Kolkata,"Chinese, Mughlai, North Indian, Continental",100,50,3.1,6,3,30 
8168,ID_1423,Kolkata,"North Indian, Chinese, Momos, Biryani, Rolls",200,50,3.8,3270,463,30 
8169,ID_3837,Bangalore,"Kebab, North Indian",150,50,3.2,5,-,30 
8170,ID_1520,Bangalore,"Chinese, Odia, Bengali, North Indian",150,50,2.8,10,4,30 
8171,ID_7749,Delhi,"Chinese, Seafood, Japanese, Thai",600,99,3.7,255,146,65 
8172,ID_4292,Bangalore,"North Indian, Mughlai, Chinese, Kerala, Biryani, Beverages, Desserts",350,99,4.4,1297,510,45 
8173,ID_6010,Mumbai,"Sandwich, Pizza, Finger Food, Burger, Wraps",100,50,Temporarily Closed,42,-,30 
8174,ID_8408,Pune,"Desserts, Fast Food",50,50,3.8,63,37,30 
8175,ID_6825,Noida,"North Indian, Chinese, South Indian",200,50,3.8,276,80,30 
8176,ID_7403,Delhi,"North Indian, Chinese, Mughlai",200,50,3.4,37,21,65 
8177,ID_3194,Delhi,"Desserts, Beverages, Ice Cream",200,50,4.1,285,132,45 
8178,ID_2517,Pune,"Burger, Fast Food",100,50,3.3,19,10,30 
8179,ID_8615,Noida,"Biryani, North Indian, Chinese",100,50,3.2,61,19,30 
8180,ID_5174,Delhi,North Indian,150,50,3.4,62,17,30 
8181,ID_5448,Pune,"Fast Food, Italian, Pizza",200,50,3.9,73,42,65 
8182,ID_832,Noida,North Indian,150,50,3.3,12,1,30 
8183,ID_2794,Bangalore,"Beverages, Desserts, Ice Cream",200,50,4.2,133,41,30 
8184,ID_3273,Noida,Pizza,100,50,3.3,11,4,30 
8185,ID_4099,Mumbai,"Continental, Fast Food, Beverages",600,50,3.8,644,341,30 
8186,ID_8528,Pune,"Bar Food, Asian, Mughlai, North Indian",600,50,3.9,406,260,30 
8187,ID_606,Noida,Fast Food,200,50,3.7,216,61,45 
8188,ID_4442,Pune,"Continental, Steak, Salad",550,50,4.0,897,529,30 
8189,ID_8297,Mumbai,"South Indian, North Indian, Chinese",200,50,3.1,64,27,45 
8190,ID_1041,Delhi,"Cafe, Italian, Continental, North Indian",500,99,4.0,972,695,65 
8191,ID_6677,Delhi,Lebanese,100,50,3.4,11,4,30 
8192,ID_303,Noida,North Indian,150,50,3.4,19,1,30 
8193,ID_8170,Noida,North Indian,200,50,3.8,40,26,30 
8194,ID_8418,Delhi,North Indian,100,50,3.4,185,89,30 
8195,ID_1622,Kolkata,"South Indian, Chinese",200,50,NEW,-,-,30 
8196,ID_1686,Mumbai,"Chinese, Thai, Seafood",200,99,3.6,194,51,65 
8197,ID_25,Noida,"Fast Food, Healthy Food, Burger, Rolls",200,50,Opening Soon,-,-,30 
8198,ID_4429,Mumbai,North Indian,100,50,3.7,55,22,30 
8199,ID_3255,Kolkata,South Indian,100,50,3.7,124,35,30 
8200,ID_1181,Noida,"Sandwich, Chinese, North Indian, Pizza, Rolls, Fast Food, Desserts, Beverages",200,50,3.4,417,181,45 
8201,ID_913,Noida,Biryani,200,50,-,-,-,30 
8202,ID_4460,Hyderabad,"Biryani, South Indian, Chinese",250,50,3.6,33,11,30 
8203,ID_3878,Delhi,North Indian,200,50,3.4,22,11,30 
8204,ID_1497,Pune,"North Indian, Chinese",200,50,4.0,2527,1009,80 
8205,ID_1754,Delhi,Bakery,200,99,3.4,18,7,120 
8206,ID_1401,Mumbai,"Continental, Mexican, Italian, American",750,50,4.4,3218,1429,45 
8207,ID_4029,Delhi,North Indian,200,50,2.7,52,18,30 
8208,ID_2764,Mumbai,Fast Food,200,50,-,-,-,30 
8209,ID_8284,Noida,"Chinese, North Indian",100,99,3.6,125,41,30 
8210,ID_6206,Noida,"Rolls, Chinese",150,50,3.4,30,5,30 
8211,ID_5224,Delhi,"North Indian, Rolls",150,50,-,-,-,30 
8212,ID_5210,Bangalore,"South Indian, North Indian, Chinese",150,50,3.8,25,12,45 
8213,ID_7558,Delhi,"Biryani, Hyderabadi, Andhra, Fast Food, North Indian",350,50,4.0,839,359,65 
8214,ID_3414,Bangalore,"Biryani, Chinese",100,50,-,-,-,30 
8215,ID_2570,Delhi,"North Indian, Chinese, Continental, Italian",300,50,3.9,725,494,45 
8216,ID_1962,Hyderabad,"North Indian, Chinese",300,50,3.8,110,43,30 
8217,ID_5067,Delhi,"North Indian, Chinese",350,50,3.4,22,9,30 
8218,ID_6559,Noida,"Continental, Fast Food",150,50,NEW,-,-,30 
8219,ID_2560,Noida,"Healthy Food, American, Salad",150,50,-,-,-,30 
8220,ID_3655,Mumbai,Mithai,100,99,3.9,60,15,45 
8221,ID_5184,Bangalore,"North Indian, Chinese, Biryani",300,50,3.3,6,-,30 
8222,ID_7844,Noida,"North Indian, Chinese, Italian, Rolls",200,50,3.9,93,42,65 
8223,ID_6951,Hyderabad,South Indian,50,50,4.0,109,28,30 
8224,ID_4046,Gurgaon,"North Indian, Rolls",150,99,3.5,33,18,65 
8225,ID_2587,Noida,South Indian,100,50,3.8,182,53,45 
8226,ID_2600,Kolkata,"Bakery, Desserts, Fast Food",600,50,3.7,66,23,30 
8227,ID_8615,Noida,"Biryani, North Indian, Chinese",100,50,3.2,61,19,30 
8228,ID_206,Noida,"Bakery, Mithai",150,50,-,-,-,30 
8229,ID_675,Noida,"Chinese, North Indian",300,50,3.9,203,121,45 
8230,ID_6471,Pune,Fast Food,100,50,3.3,18,6,30 
8231,ID_7554,Mumbai,"Mughlai, Biryani, Afghan",400,50,3.4,23,12,30 
8232,ID_5291,Noida,"North Indian, Mughlai, Chinese",400,50,3.9,350,188,45 
8233,ID_1798,Pune,"North Indian, Chinese, Continental",400,50,3.4,10,3,65 
8234,ID_7122,Hyderabad,"Andhra, South Indian",150,50,3.0,16,1,45 
8235,ID_3194,Mumbai,"Beverages, Desserts, Ice Cream",100,50,3.5,24,6,45 
8236,ID_3453,Gurgaon,"North Indian, Chinese",200,50,3.2,35,11,30 
8237,ID_4659,Pune,North Indian,150,50,3.7,69,14,30 
8238,ID_1756,Bangalore,"North Indian, Chinese, Fast Food",200,50,3.8,372,86,45 
8239,ID_5595,Mumbai,"Beverages, Fast Food, Chinese",200,50,4.1,432,201,45 
8240,ID_5457,Noida,"Burger, Fast Food, Beverages",200,50,3.6,39,20,30 
8241,ID_8555,Delhi,"Tibetan, Nepalese, Momos",800,50,4.8,234,186,30 
8242,ID_5036,Bangalore,"South Indian, Beverages",100,50,3.2,6,3,30 
8243,ID_5750,Noida,Pizza,200,50,3.7,99,32,30 
8244,ID_7493,Noida,"North Indian, Chinese, South Indian",200,50,3.0,5,2,30 
8245,ID_3942,Pune,"North Indian, Chinese, Kebab, Seafood",600,50,3.8,88,43,65 
8246,ID_2760,Noida,Bakery,150,99,3.3,6,4,30 
8247,ID_5208,Kolkata,"Street Food, Mishti",50,50,3.2,28,2,30 
8248,ID_924,Bangalore,"Biryani, North Indian, Chinese",250,50,3.5,51,32,30 
8249,ID_7628,Pune,"Cafe, Fast Food, Beverages",200,50,4.0,316,209,30 
8250,ID_3499,Kolkata,"Chinese, Fast Food",100,50,3.2,12,7,30 
8251,ID_6505,Delhi,"South Indian, Desserts, Beverages",200,50,4.3,2962,1734,30 
8252,ID_4385,Hyderabad,South Indian,50,50,3.1,5,1,30 
8253,ID_7564,Mumbai,"Biryani, North Indian, Mughlai, Desserts, Beverages",150,50,NEW,-,-,30 
8254,ID_8374,Pune,"Biryani, Mughlai, Kebab",100,50,-,-,-,30 
8255,ID_4646,Bangalore,"Andhra, North Indian, Chinese",350,50,4.2,494,339,30 
8256,ID_1856,Noida,"North Indian, Chinese",150,50,NEW,-,-,30 
8257,ID_2675,Mumbai,"North Indian, Chinese",250,50,4.0,67,52,30 
8258,ID_2563,Delhi,Healthy Food,100,50,3.6,21,18,30 
8259,ID_657,Kolkata,Street Food,100,50,3.5,182,42,65 
8260,ID_3969,Bangalore,"Beverages, Desserts, Ice Cream",200,50,3.9,41,14,45 
8261,ID_5749,Pune,Fast Food,150,50,-,-,-,30 
8262,ID_3073,Bangalore,"Andhra, Biryani, North Indian, Chinese",350,50,3.7,43,31,30 
8263,ID_4723,Delhi,"North Indian, Chinese",250,50,2.8,245,75,45 
8264,ID_8011,Noida,"Chinese, Desserts, North Indian",100,50,3.3,13,2,45 
8265,ID_849,Noida,"Biryani, North Indian, Andhra",400,50,4.0,831,326,65 
8266,ID_7484,Noida,"North Indian, Mughlai, Chinese",100,50,3.5,133,52,30 
8267,ID_1730,Mumbai,"Chinese, Fast Food",100,50,2.8,9,3,30 
8268,ID_2331,Noida,South Indian,150,99,3.4,17,4,65 
8269,ID_8302,Noida,"North Indian, Rolls",200,50,3.5,-,-,30 
8270,ID_2650,Mumbai,"North Indian, Chinese, Fast Food",200,50,-,-,-,30 
8271,ID_3920,Pune,"Asian, Continental, North Indian",450,50,4.4,2709,1616,45 
8272,ID_4452,Bangalore,"North Indian, Mughlai, Biryani",200,50,4.1,157,24,45 
8273,ID_2834,Pune,South Indian,100,50,3.4,35,20,45 
8274,ID_8078,Delhi,"Fast Food, Momos, North Indian",150,50,4.0,260,156,30 
8275,ID_6168,Delhi,Paan,100,50,-,-,-,30 
8276,ID_2727,Bangalore,"Chinese, Thai, Continental",150,99,3.8,56,15,30 
8277,ID_8498,Bangalore,North Indian,200,50,3.8,49,21,30 
8278,ID_3039,Delhi,Fast Food,200,50,3.6,233,113,45 
8279,ID_8012,Bangalore,Desserts,150,50,3.7,-,-,30 
8280,ID_687,Pune,"Continental, Asian, Italian, North Indian, Finger Food, Fast Food",600,50,4.6,1490,625,45 
8281,ID_1317,Noida,"Fast Food, Beverages",250,50,3.7,42,32,30 
8282,ID_5225,Gurgaon,"Juices, Beverages",100,50,3.2,13,1,30 
8283,ID_919,Bangalore,"North Indian, Gujarati, Fast Food",100,50,NEW,-,-,30 
8284,ID_7904,Bangalore,"Fast Food, Pizza, Desserts",150,50,3.5,13,7,30 
8285,ID_4512,Pune,"German, Burger, Fast Food, Cafe",350,50,4.0,699,369,45 
8286,ID_134,Mumbai,Desserts,100,50,3.4,22,9,45 
8287,ID_5407,Bangalore,Beverages,100,50,3.6,30,5,30 
8288,ID_2049,Noida,"North Indian, Chinese, Fast Food",100,50,NEW,-,-,30 
8289,ID_4702,Gurgaon,North Indian,100,50,3.8,106,17,30 
8290,ID_3496,Bangalore,"Chinese, North Indian",150,50,-,-,-,30 
8291,ID_1468,Noida,"Beverages, Fast Food",100,50,3.6,19,11,30 
8292,ID_1209,Noida,"Cafe, Beverages, Sandwich, Fast Food, Desserts",250,50,2.9,10,6,30 
8293,ID_387,Pune,Fast Food,100,50,3.4,14,7,30 
8294,ID_2189,Gurgaon,"North Indian, Chinese, Fast Food",400,50,3.5,54,22,30 
8295,ID_6317,Pune,"Asian, Thai, Sushi",500,50,NEW,-,-,30 
8296,ID_7750,Mumbai,"Asian, Biryani, North Indian, Desserts",200,50,4.1,53,45,45 
8297,ID_8256,Pune,"North Indian, Chinese",200,50,3.6,93,18,45 
8298,ID_1791,Pune,"North Indian, South Indian, Chinese, Beverages, Ice Cream",200,50,3.6,223,103,30 
8299,ID_6514,Delhi,"Beverages, Desserts, Fast Food",300,50,3.9,53,32,30 
8300,ID_6641,Delhi,"North Indian, Mughlai",150,50,3.7,178,39,30 
8301,ID_59,Delhi,"North Indian, Chinese, Fast Food",150,50,3.2,92,26,65 
8302,ID_3105,Bangalore,"Beverages, Juices, Fast Food, Desserts",150,50,NEW,-,-,45 
8303,ID_8605,Mumbai,"North Indian, Desserts, Beverages",200,50,3.4,210,48,65 
8304,ID_7326,Noida,"North Indian, Chinese",200,50,NEW,-,-,30 
8305,ID_2301,Mumbai,"Pizza, Fast Food",200,0,3.4,400,84,30 
8306,ID_823,Bangalore,Desserts,150,50,NEW,-,-,30 
8307,ID_1899,Noida,"Street Food, Fast Food",100,50,3.2,11,5,30 
8308,ID_7922,Noida,"North Indian, Chinese, Mughlai",300,99,4.1,421,119,45 
8309,ID_2926,Mumbai,"Continental, North Indian, European, Finger Food",750,50,4.3,2707,1329,45 
8310,ID_4022,Delhi,North Indian,200,50,3.3,26,14,65 
8311,ID_7101,Bangalore,"Mithai, Street Food",150,50,3.7,29,11,45 
8312,ID_8071,Bangalore,"Continental, Italian, Chinese",400,50,3.6,54,23,30 
8313,ID_3259,Noida,"North Indian, Chinese, Fast Food",500,50,3.1,5,3,30 
8314,ID_8620,Noida,"Rolls, North Indian",150,99,3.6,116,28,45 
8315,ID_1937,Bangalore,"Fast Food, Continental, Desserts",200,50,4.0,52,34,65 
8316,ID_6175,Gurgaon,"Chinese, North Indian, BBQ",500,99,3.4,43,6,45 
8317,ID_7910,Delhi,"Pizza, Fast Food",100,50,3.1,5,-,30 
8318,ID_3,Noida,"North Indian, Fast Food",150,50,4.7,116,98,30 
8319,ID_5628,Gurgaon,"Mughlai, North Indian, Chinese",250,50,3.4,32,12,45 
8320,ID_7892,Pune,"Desserts, Beverages",200,50,4.3,144,86,45 
8321,ID_5493,Pune,"North Indian, South Indian, Chinese, Fast Food",250,50,3.7,232,119,30 
8322,ID_7774,Noida,Healthy Food,200,50,2.9,28,17,65 
8323,ID_5485,Gurgaon,"Chinese, North Indian, South Indian",200,99,3.6,227,76,45 
8324,ID_6751,Pune,"North Indian, South Indian, Chinese",200,50,3.0,16,8,30 
8325,ID_5515,Mumbai,"Street Food, Mithai",100,50,4.0,304,108,30 
8326,ID_269,Bangalore,"Mughlai, Biryani, Kebab, North Indian",200,50,3.8,176,62,30 
8327,ID_6291,Noida,"North Indian, Chinese, Mughlai",200,50,3.8,280,99,30 
8328,ID_5327,Bangalore,"Bakery, Desserts",200,50,4.2,230,103,45 
8329,ID_3382,Pune,"South Indian, Street Food",100,50,3.6,44,7,30 
8330,ID_6704,Mumbai,"Fast Food, Juices",150,50,3.2,7,2,30 
8331,ID_3693,Delhi,"North Indian, Chinese",100,50,4.0,1483,926,30 
8332,ID_7750,Pune,"Asian, Biryani, North Indian, Desserts",200,50,3.9,37,22,45 
8333,ID_6230,Noida,"Momos, Chinese",150,50,3.4,5,5,30 
8334,ID_28,Noida,Bakery,100,50,4.1,205,116,45 
8335,ID_7457,Bangalore,"South Indian, Biryani",150,50,3.3,5,1,30 
8336,ID_6344,Gurgaon,North Indian,100,50,-,-,-,30 
8337,ID_6006,Bangalore,"North Indian, Fast Food",200,50,4.0,30,14,30 
8338,ID_4930,Delhi,North Indian,50,50,3.8,81,57,30 
8339,ID_7210,Gurgaon,Bakery,100,99,-,-,-,45 
8340,ID_4360,Pune,"Italian, Mexican, Salad, Juices",850,50,4.4,2649,1131,45 
8341,ID_2193,Mumbai,Desserts,200,50,-,-,-,30 
8342,ID_1792,Hyderabad,"North Indian, Chinese, South Indian",250,50,4.3,112,33,30 
8343,ID_2718,Pune,"North Indian, Chinese, Seafood",500,99,3.1,46,32,30 
8344,ID_6325,Pune,Chinese,200,50,3.4,31,6,30 
8345,ID_6275,Bangalore,"Biryani, North Indian, Kebab",250,50,3.8,335,125,30 
8346,ID_470,Noida,"Wraps, Burger, North Indian, Biryani",100,50,3.2,5,3,30 
8347,ID_1432,Delhi,"Cafe, Chinese, Italian",300,99,4.1,803,554,45 
8348,ID_3249,Noida,"Chinese, Fast Food",150,50,2.9,38,14,30 
8349,ID_8028,Delhi,"Desserts, Beverages",150,50,4.2,237,143,30 
8350,ID_2052,Bangalore,"North Indian, Chinese",150,50,3.8,59,21,30 
8351,ID_4654,Pune,"Burger, Fast Food",200,50,3.9,462,185,30 
8352,ID_2205,Gurgaon,"North Indian, South Indian, Chinese",150,50,3.6,425,84,30 
8353,ID_3400,Hyderabad,Biryani,150,50,NEW,-,-,30 
8354,ID_6804,Hyderabad,Desserts,100,50,-,-,-,30 
8355,ID_5431,Pune,"Chinese, Japanese, North Indian, Continental",550,50,4.1,432,258,45 
8356,ID_7796,Bangalore,"Street Food, Beverages",100,50,-,-,-,30 
8357,ID_4226,Bangalore,"Street Food, Mithai",100,50,3.4,287,116,45 
8358,ID_8302,Noida,"North Indian, Rolls",200,50,3.5,-,-,30 
8359,ID_5736,Delhi,"Pizza, Fast Food",200,50,3.3,-,-,30 
8360,ID_7176,Noida,"Burger, Fast Food, Desserts",150,50,3.6,112,44,45 
8361,ID_3435,Delhi,"North Indian, Chinese, Rolls, Biryani, Fast Food",300,50,4.5,108,88,30 
8362,ID_7333,Noida,"Chinese, Fast Food, North Indian",250,50,3.5,22,8,30 
8363,ID_3835,Delhi,North Indian,200,50,3.8,40,20,30 
8364,ID_7333,Noida,"Chinese, Fast Food, North Indian",250,50,3.5,22,8,30 
8365,ID_1324,Noida,Bakery,200,50,2.4,26,8,120 
8366,ID_1471,Bangalore,Beverages,100,99,3.6,9,4,45 
8367,ID_3669,Mumbai,"North Indian, Mughlai, Chinese, Biryani",500,50,3.6,277,116,65 
8368,ID_5747,Delhi,"Pizza, Fast Food",200,50,3.7,104,45,30 
8369,ID_720,Pune,"Biryani, North Indian, Mughlai",300,50,4.3,195,96,45 
8370,ID_4857,Noida,"North Indian, Mughlai",350,50,3.3,51,16,30 
8371,ID_5897,Bangalore,"North Indian, Chinese",150,50,3.0,9,1,30 
8372,ID_7257,Delhi,North Indian,200,50,3.3,13,5,30 
8373,ID_7391,Mumbai,Mughlai,100,50,3.3,22,8,30 
8374,ID_2463,Bangalore,"Mithai, Desserts",150,50,3.7,15,4,30 
8375,ID_146,Bangalore,"North Indian, South Indian",150,50,-,-,-,30 
8376,ID_1968,Delhi,Street Food,50,50,3.0,5,3,30 
8377,ID_873,Pune,"North Indian, Biryani, Hyderabadi, Mughlai",300,50,3.8,18,15,30 
8378,ID_1223,Gurgaon,"Cafe, Chinese, Italian, Mexican",250,50,3.8,164,109,45 
8379,ID_5239,Delhi,"Fast Food, Desserts",150,50,3.6,38,21,30 
8380,ID_3462,Noida,Chinese,150,50,3.0,9,1,30 
8381,ID_6184,Bangalore,Ice Cream,100,50,4.0,160,63,45 
8382,ID_2429,Noida,Bakery,100,50,3.8,67,28,30 
